code,chapter_prefix,chapter_name,parent,title,description,synonyms,level
A82,A,Certain infectious and parasitic diseases,,Sepsis (category),Sepsis within Certain infectious and parasitic diseases. Category-level grouping.,sepsis|Sepsis disorder|Sepsis disease,category
K13.136,K,Diseases of the digestive system,K13,Gastritis - variant 136,Gastritis - variant 136 specific presentation or complication.,gastritis - variant 136|gastritis|unspecified,leaf
K19.136,K,Diseases of the digestive system,K19,Peptic ulcer - variant 136,Peptic ulcer - variant 136 specific presentation or complication.,peptic ulcer - variant 136|peptic|unspecified,leaf
K26.136,K,Diseases of the digestive system,K26,Liver disease - variant 136,Liver disease - variant 136 specific presentation or complication.,liver disease - variant 136|liver|unspecified,leaf
K20.136,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 136,Pancreatic disorder - variant 136 specific presentation or complication.,pancreatic disorder - variant 136|pancreatic|unspecified,leaf
K36.136,K,Diseases of the digestive system,K36,IBD - variant 136,IBD - variant 136 specific presentation or complication.,ibd - variant 136|ibd|unspecified,leaf
M80.136,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 136,Osteoarthritis - variant 136 specific presentation or complication.,osteoarthritis - variant 136|osteoarthritis|unspecified,leaf
M74.136,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 136,Rheumatoid arthritis - variant 136 specific presentation or complication.,rheumatoid arthritis - variant 136|rheumatoid|unspecified,leaf
M69.136,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 136,Low back pain - variant 136 specific presentation or complication.,low back pain - variant 136|low|unspecified,leaf
M54.136,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 136,Osteoporosis - variant 136 specific presentation or complication.,osteoporosis - variant 136|osteoporosis|unspecified,leaf
N32.136,N,Diseases of the genitourinary system,N32,CKD - variant 136,CKD - variant 136 specific presentation or complication.,ckd - variant 136|ckd|unspecified,leaf
N24.136,N,Diseases of the genitourinary system,N24,UTI - variant 136,UTI - variant 136 specific presentation or complication.,uti - variant 136|uti|unspecified,leaf
N38.136,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 136,Nephrolithiasis - variant 136 specific presentation or complication.,nephrolithiasis - variant 136|nephrolithiasis|unspecified,leaf
N48.136,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 136,Prostate disorder - variant 136 specific presentation or complication.,prostate disorder - variant 136|prostate|unspecified,leaf
N77.136,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 136,Gynecologic disorder - variant 136 specific presentation or complication.,gynecologic disorder - variant 136|gynecologic|unspecified,leaf
A82.137,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 137,Sepsis - variant 137 specific presentation or complication.,sepsis - variant 137|sepsis|unspecified,leaf
A79.137,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 137,Viral infection - variant 137 specific presentation or complication.,viral infection - variant 137|viral|unspecified,leaf
A25.137,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 137,Bacterial infection - variant 137 specific presentation or complication.,bacterial infection - variant 137|bacterial|unspecified,leaf
A26.137,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 137,Mycosis - variant 137 specific presentation or complication.,mycosis - variant 137|mycosis|unspecified,leaf
A73.137,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 137,Parasitic disease - variant 137 specific presentation or complication.,parasitic disease - variant 137|parasitic|unspecified,leaf
C19.137,C,Neoplasms,C19,Malignant neoplasm of organ - variant 137,Malignant neoplasm of organ - variant 137 specific presentation or complication.,malignant neoplasm of organ - variant 137|malignant|unspecified,leaf
C76.137,C,Neoplasms,C76,Benign neoplasm - variant 137,Benign neoplasm - variant 137 specific presentation or complication.,benign neoplasm - variant 137|benign|unspecified,leaf
C23.137,C,Neoplasms,C23,In situ neoplasm - variant 137,In situ neoplasm - variant 137 specific presentation or complication.,in situ neoplasm - variant 137|in|unspecified,leaf
C25.137,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 137,Neoplasm of uncertain behavior - variant 137 specific presentation or complication.,neoplasm of uncertain behavior - variant 137|neoplasm|unspecified,leaf
E25.137,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 137,Type 2 diabetes - variant 137 specific presentation or complication.,type 2 diabetes - variant 137|type|unspecified,leaf
E90.137,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 137,Thyroid disorder - variant 137 specific presentation or complication.,thyroid disorder - variant 137|thyroid|unspecified,leaf
E19.137,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 137,Lipid disorder - variant 137 specific presentation or complication.,lipid disorder - variant 137|lipid|unspecified,leaf
E22.137,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 137,Obesity - variant 137 specific presentation or complication.,obesity - variant 137|obesity|unspecified,leaf
E89.137,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 137,Electrolyte imbalance - variant 137 specific presentation or complication.,electrolyte imbalance - variant 137|electrolyte|unspecified,leaf
F64.137,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 137,Major depressive disorder - variant 137 specific presentation or complication.,major depressive disorder - variant 137|major|unspecified,leaf
F62.137,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 137,Anxiety disorder - variant 137 specific presentation or complication.,anxiety disorder - variant 137|anxiety|unspecified,leaf
F91.137,F,Mental and behavioural disorders,F91,Substance use disorder - variant 137,Substance use disorder - variant 137 specific presentation or complication.,substance use disorder - variant 137|substance|unspecified,leaf
F26.137,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 137,Schizophrenia spectrum - variant 137 specific presentation or complication.,schizophrenia spectrum - variant 137|schizophrenia|unspecified,leaf
G13.137,G,Diseases of the nervous system,G13,Epilepsy - variant 137,Epilepsy - variant 137 specific presentation or complication.,epilepsy - variant 137|epilepsy|unspecified,leaf
G59.137,G,Diseases of the nervous system,G59,Parkinsonism - variant 137,Parkinsonism - variant 137 specific presentation or complication.,parkinsonism - variant 137|parkinsonism|unspecified,leaf
G97.137,G,Diseases of the nervous system,G97,Migraine - variant 137,Migraine - variant 137 specific presentation or complication.,migraine - variant 137|migraine|unspecified,leaf
G64.137,G,Diseases of the nervous system,G64,Neuropathy - variant 137,Neuropathy - variant 137 specific presentation or complication.,neuropathy - variant 137|neuropathy|unspecified,leaf
I37.137,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 137,Hypertensive disease - variant 137 specific presentation or complication.,hypertensive disease - variant 137|hypertensive|unspecified,leaf
I55.137,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 137,Ischemic heart disease - variant 137 specific presentation or complication.,ischemic heart disease - variant 137|ischemic|unspecified,leaf
I38.137,I,Diseases of the circulatory system,I38,Heart failure - variant 137,Heart failure - variant 137 specific presentation or complication.,heart failure - variant 137|heart|unspecified,leaf
I66.137,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 137,Cerebrovascular disease - variant 137 specific presentation or complication.,cerebrovascular disease - variant 137|cerebrovascular|unspecified,leaf
I22.137,I,Diseases of the circulatory system,I22,Arrhythmia - variant 137,Arrhythmia - variant 137 specific presentation or complication.,arrhythmia - variant 137|arrhythmia|unspecified,leaf
J52.137,J,Diseases of the respiratory system,J52,Pneumonia - variant 137,Pneumonia - variant 137 specific presentation or complication.,pneumonia - variant 137|pneumonia|unspecified,leaf
J60.137,J,Diseases of the respiratory system,J60,Asthma - variant 137,Asthma - variant 137 specific presentation or complication.,asthma - variant 137|asthma|unspecified,leaf
J35.137,J,Diseases of the respiratory system,J35,COPD - variant 137,COPD - variant 137 specific presentation or complication.,copd - variant 137|copd|unspecified,leaf
J18.137,J,Diseases of the respiratory system,J18,Respiratory failure - variant 137,Respiratory failure - variant 137 specific presentation or complication.,respiratory failure - variant 137|respiratory|unspecified,leaf
K13.137,K,Diseases of the digestive system,K13,Gastritis - variant 137,Gastritis - variant 137 specific presentation or complication.,gastritis - variant 137|gastritis|unspecified,leaf
K19.137,K,Diseases of the digestive system,K19,Peptic ulcer - variant 137,Peptic ulcer - variant 137 specific presentation or complication.,peptic ulcer - variant 137|peptic|unspecified,leaf
K26.137,K,Diseases of the digestive system,K26,Liver disease - variant 137,Liver disease - variant 137 specific presentation or complication.,liver disease - variant 137|liver|unspecified,leaf
K20.137,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 137,Pancreatic disorder - variant 137 specific presentation or complication.,pancreatic disorder - variant 137|pancreatic|unspecified,leaf
K36.137,K,Diseases of the digestive system,K36,IBD - variant 137,IBD - variant 137 specific presentation or complication.,ibd - variant 137|ibd|unspecified,leaf
M80.137,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 137,Osteoarthritis - variant 137 specific presentation or complication.,osteoarthritis - variant 137|osteoarthritis|unspecified,leaf
M74.137,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 137,Rheumatoid arthritis - variant 137 specific presentation or complication.,rheumatoid arthritis - variant 137|rheumatoid|unspecified,leaf
M69.137,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 137,Low back pain - variant 137 specific presentation or complication.,low back pain - variant 137|low|unspecified,leaf
M54.137,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 137,Osteoporosis - variant 137 specific presentation or complication.,osteoporosis - variant 137|osteoporosis|unspecified,leaf
N32.137,N,Diseases of the genitourinary system,N32,CKD - variant 137,CKD - variant 137 specific presentation or complication.,ckd - variant 137|ckd|unspecified,leaf
N24.137,N,Diseases of the genitourinary system,N24,UTI - variant 137,UTI - variant 137 specific presentation or complication.,uti - variant 137|uti|unspecified,leaf
N38.137,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 137,Nephrolithiasis - variant 137 specific presentation or complication.,nephrolithiasis - variant 137|nephrolithiasis|unspecified,leaf
N48.137,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 137,Prostate disorder - variant 137 specific presentation or complication.,prostate disorder - variant 137|prostate|unspecified,leaf
N77.137,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 137,Gynecologic disorder - variant 137 specific presentation or complication.,gynecologic disorder - variant 137|gynecologic|unspecified,leaf
A82.138,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 138,Sepsis - variant 138 specific presentation or complication.,sepsis - variant 138|sepsis|unspecified,leaf
A79.138,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 138,Viral infection - variant 138 specific presentation or complication.,viral infection - variant 138|viral|unspecified,leaf
A25.138,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 138,Bacterial infection - variant 138 specific presentation or complication.,bacterial infection - variant 138|bacterial|unspecified,leaf
A26.138,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 138,Mycosis - variant 138 specific presentation or complication.,mycosis - variant 138|mycosis|unspecified,leaf
A73.138,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 138,Parasitic disease - variant 138 specific presentation or complication.,parasitic disease - variant 138|parasitic|unspecified,leaf
C19.138,C,Neoplasms,C19,Malignant neoplasm of organ - variant 138,Malignant neoplasm of organ - variant 138 specific presentation or complication.,malignant neoplasm of organ - variant 138|malignant|unspecified,leaf
C76.138,C,Neoplasms,C76,Benign neoplasm - variant 138,Benign neoplasm - variant 138 specific presentation or complication.,benign neoplasm - variant 138|benign|unspecified,leaf
C23.138,C,Neoplasms,C23,In situ neoplasm - variant 138,In situ neoplasm - variant 138 specific presentation or complication.,in situ neoplasm - variant 138|in|unspecified,leaf
C25.138,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 138,Neoplasm of uncertain behavior - variant 138 specific presentation or complication.,neoplasm of uncertain behavior - variant 138|neoplasm|unspecified,leaf
E25.138,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 138,Type 2 diabetes - variant 138 specific presentation or complication.,type 2 diabetes - variant 138|type|unspecified,leaf
E90.138,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 138,Thyroid disorder - variant 138 specific presentation or complication.,thyroid disorder - variant 138|thyroid|unspecified,leaf
E19.138,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 138,Lipid disorder - variant 138 specific presentation or complication.,lipid disorder - variant 138|lipid|unspecified,leaf
E22.138,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 138,Obesity - variant 138 specific presentation or complication.,obesity - variant 138|obesity|unspecified,leaf
E89.138,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 138,Electrolyte imbalance - variant 138 specific presentation or complication.,electrolyte imbalance - variant 138|electrolyte|unspecified,leaf
F64.138,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 138,Major depressive disorder - variant 138 specific presentation or complication.,major depressive disorder - variant 138|major|unspecified,leaf
F62.138,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 138,Anxiety disorder - variant 138 specific presentation or complication.,anxiety disorder - variant 138|anxiety|unspecified,leaf
F91.138,F,Mental and behavioural disorders,F91,Substance use disorder - variant 138,Substance use disorder - variant 138 specific presentation or complication.,substance use disorder - variant 138|substance|unspecified,leaf
F26.138,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 138,Schizophrenia spectrum - variant 138 specific presentation or complication.,schizophrenia spectrum - variant 138|schizophrenia|unspecified,leaf
G13.138,G,Diseases of the nervous system,G13,Epilepsy - variant 138,Epilepsy - variant 138 specific presentation or complication.,epilepsy - variant 138|epilepsy|unspecified,leaf
G59.138,G,Diseases of the nervous system,G59,Parkinsonism - variant 138,Parkinsonism - variant 138 specific presentation or complication.,parkinsonism - variant 138|parkinsonism|unspecified,leaf
G97.138,G,Diseases of the nervous system,G97,Migraine - variant 138,Migraine - variant 138 specific presentation or complication.,migraine - variant 138|migraine|unspecified,leaf
G64.138,G,Diseases of the nervous system,G64,Neuropathy - variant 138,Neuropathy - variant 138 specific presentation or complication.,neuropathy - variant 138|neuropathy|unspecified,leaf
I37.138,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 138,Hypertensive disease - variant 138 specific presentation or complication.,hypertensive disease - variant 138|hypertensive|unspecified,leaf
I55.138,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 138,Ischemic heart disease - variant 138 specific presentation or complication.,ischemic heart disease - variant 138|ischemic|unspecified,leaf
I38.138,I,Diseases of the circulatory system,I38,Heart failure - variant 138,Heart failure - variant 138 specific presentation or complication.,heart failure - variant 138|heart|unspecified,leaf
I66.138,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 138,Cerebrovascular disease - variant 138 specific presentation or complication.,cerebrovascular disease - variant 138|cerebrovascular|unspecified,leaf
I22.138,I,Diseases of the circulatory system,I22,Arrhythmia - variant 138,Arrhythmia - variant 138 specific presentation or complication.,arrhythmia - variant 138|arrhythmia|unspecified,leaf
J52.138,J,Diseases of the respiratory system,J52,Pneumonia - variant 138,Pneumonia - variant 138 specific presentation or complication.,pneumonia - variant 138|pneumonia|unspecified,leaf
J60.138,J,Diseases of the respiratory system,J60,Asthma - variant 138,Asthma - variant 138 specific presentation or complication.,asthma - variant 138|asthma|unspecified,leaf
J35.138,J,Diseases of the respiratory system,J35,COPD - variant 138,COPD - variant 138 specific presentation or complication.,copd - variant 138|copd|unspecified,leaf
J18.138,J,Diseases of the respiratory system,J18,Respiratory failure - variant 138,Respiratory failure - variant 138 specific presentation or complication.,respiratory failure - variant 138|respiratory|unspecified,leaf
K13.138,K,Diseases of the digestive system,K13,Gastritis - variant 138,Gastritis - variant 138 specific presentation or complication.,gastritis - variant 138|gastritis|unspecified,leaf
K19.138,K,Diseases of the digestive system,K19,Peptic ulcer - variant 138,Peptic ulcer - variant 138 specific presentation or complication.,peptic ulcer - variant 138|peptic|unspecified,leaf
K26.138,K,Diseases of the digestive system,K26,Liver disease - variant 138,Liver disease - variant 138 specific presentation or complication.,liver disease - variant 138|liver|unspecified,leaf
K20.138,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 138,Pancreatic disorder - variant 138 specific presentation or complication.,pancreatic disorder - variant 138|pancreatic|unspecified,leaf
K36.138,K,Diseases of the digestive system,K36,IBD - variant 138,IBD - variant 138 specific presentation or complication.,ibd - variant 138|ibd|unspecified,leaf
M80.138,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 138,Osteoarthritis - variant 138 specific presentation or complication.,osteoarthritis - variant 138|osteoarthritis|unspecified,leaf
M74.138,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 138,Rheumatoid arthritis - variant 138 specific presentation or complication.,rheumatoid arthritis - variant 138|rheumatoid|unspecified,leaf
M69.138,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 138,Low back pain - variant 138 specific presentation or complication.,low back pain - variant 138|low|unspecified,leaf
M54.138,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 138,Osteoporosis - variant 138 specific presentation or complication.,osteoporosis - variant 138|osteoporosis|unspecified,leaf
N32.138,N,Diseases of the genitourinary system,N32,CKD - variant 138,CKD - variant 138 specific presentation or complication.,ckd - variant 138|ckd|unspecified,leaf
N24.138,N,Diseases of the genitourinary system,N24,UTI - variant 138,UTI - variant 138 specific presentation or complication.,uti - variant 138|uti|unspecified,leaf
N38.138,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 138,Nephrolithiasis - variant 138 specific presentation or complication.,nephrolithiasis - variant 138|nephrolithiasis|unspecified,leaf
N48.138,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 138,Prostate disorder - variant 138 specific presentation or complication.,prostate disorder - variant 138|prostate|unspecified,leaf
N77.138,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 138,Gynecologic disorder - variant 138 specific presentation or complication.,gynecologic disorder - variant 138|gynecologic|unspecified,leaf
A82.139,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 139,Sepsis - variant 139 specific presentation or complication.,sepsis - variant 139|sepsis|unspecified,leaf
A79.139,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 139,Viral infection - variant 139 specific presentation or complication.,viral infection - variant 139|viral|unspecified,leaf
A25.139,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 139,Bacterial infection - variant 139 specific presentation or complication.,bacterial infection - variant 139|bacterial|unspecified,leaf
A26.139,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 139,Mycosis - variant 139 specific presentation or complication.,mycosis - variant 139|mycosis|unspecified,leaf
A73.139,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 139,Parasitic disease - variant 139 specific presentation or complication.,parasitic disease - variant 139|parasitic|unspecified,leaf
C19.139,C,Neoplasms,C19,Malignant neoplasm of organ - variant 139,Malignant neoplasm of organ - variant 139 specific presentation or complication.,malignant neoplasm of organ - variant 139|malignant|unspecified,leaf
C76.139,C,Neoplasms,C76,Benign neoplasm - variant 139,Benign neoplasm - variant 139 specific presentation or complication.,benign neoplasm - variant 139|benign|unspecified,leaf
C23.139,C,Neoplasms,C23,In situ neoplasm - variant 139,In situ neoplasm - variant 139 specific presentation or complication.,in situ neoplasm - variant 139|in|unspecified,leaf
C25.139,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 139,Neoplasm of uncertain behavior - variant 139 specific presentation or complication.,neoplasm of uncertain behavior - variant 139|neoplasm|unspecified,leaf
E25.139,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 139,Type 2 diabetes - variant 139 specific presentation or complication.,type 2 diabetes - variant 139|type|unspecified,leaf
E90.139,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 139,Thyroid disorder - variant 139 specific presentation or complication.,thyroid disorder - variant 139|thyroid|unspecified,leaf
E19.139,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 139,Lipid disorder - variant 139 specific presentation or complication.,lipid disorder - variant 139|lipid|unspecified,leaf
E22.139,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 139,Obesity - variant 139 specific presentation or complication.,obesity - variant 139|obesity|unspecified,leaf
E89.139,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 139,Electrolyte imbalance - variant 139 specific presentation or complication.,electrolyte imbalance - variant 139|electrolyte|unspecified,leaf
F64.139,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 139,Major depressive disorder - variant 139 specific presentation or complication.,major depressive disorder - variant 139|major|unspecified,leaf
F62.139,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 139,Anxiety disorder - variant 139 specific presentation or complication.,anxiety disorder - variant 139|anxiety|unspecified,leaf
F91.139,F,Mental and behavioural disorders,F91,Substance use disorder - variant 139,Substance use disorder - variant 139 specific presentation or complication.,substance use disorder - variant 139|substance|unspecified,leaf
F26.139,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 139,Schizophrenia spectrum - variant 139 specific presentation or complication.,schizophrenia spectrum - variant 139|schizophrenia|unspecified,leaf
G13.139,G,Diseases of the nervous system,G13,Epilepsy - variant 139,Epilepsy - variant 139 specific presentation or complication.,epilepsy - variant 139|epilepsy|unspecified,leaf
G59.139,G,Diseases of the nervous system,G59,Parkinsonism - variant 139,Parkinsonism - variant 139 specific presentation or complication.,parkinsonism - variant 139|parkinsonism|unspecified,leaf
G97.139,G,Diseases of the nervous system,G97,Migraine - variant 139,Migraine - variant 139 specific presentation or complication.,migraine - variant 139|migraine|unspecified,leaf
G64.139,G,Diseases of the nervous system,G64,Neuropathy - variant 139,Neuropathy - variant 139 specific presentation or complication.,neuropathy - variant 139|neuropathy|unspecified,leaf
I37.139,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 139,Hypertensive disease - variant 139 specific presentation or complication.,hypertensive disease - variant 139|hypertensive|unspecified,leaf
I55.139,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 139,Ischemic heart disease - variant 139 specific presentation or complication.,ischemic heart disease - variant 139|ischemic|unspecified,leaf
I38.139,I,Diseases of the circulatory system,I38,Heart failure - variant 139,Heart failure - variant 139 specific presentation or complication.,heart failure - variant 139|heart|unspecified,leaf
I66.139,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 139,Cerebrovascular disease - variant 139 specific presentation or complication.,cerebrovascular disease - variant 139|cerebrovascular|unspecified,leaf
I22.139,I,Diseases of the circulatory system,I22,Arrhythmia - variant 139,Arrhythmia - variant 139 specific presentation or complication.,arrhythmia - variant 139|arrhythmia|unspecified,leaf
J52.139,J,Diseases of the respiratory system,J52,Pneumonia - variant 139,Pneumonia - variant 139 specific presentation or complication.,pneumonia - variant 139|pneumonia|unspecified,leaf
J60.139,J,Diseases of the respiratory system,J60,Asthma - variant 139,Asthma - variant 139 specific presentation or complication.,asthma - variant 139|asthma|unspecified,leaf
J35.139,J,Diseases of the respiratory system,J35,COPD - variant 139,COPD - variant 139 specific presentation or complication.,copd - variant 139|copd|unspecified,leaf
J18.139,J,Diseases of the respiratory system,J18,Respiratory failure - variant 139,Respiratory failure - variant 139 specific presentation or complication.,respiratory failure - variant 139|respiratory|unspecified,leaf
K13.139,K,Diseases of the digestive system,K13,Gastritis - variant 139,Gastritis - variant 139 specific presentation or complication.,gastritis - variant 139|gastritis|unspecified,leaf
K19.139,K,Diseases of the digestive system,K19,Peptic ulcer - variant 139,Peptic ulcer - variant 139 specific presentation or complication.,peptic ulcer - variant 139|peptic|unspecified,leaf
K26.139,K,Diseases of the digestive system,K26,Liver disease - variant 139,Liver disease - variant 139 specific presentation or complication.,liver disease - variant 139|liver|unspecified,leaf
K20.139,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 139,Pancreatic disorder - variant 139 specific presentation or complication.,pancreatic disorder - variant 139|pancreatic|unspecified,leaf
K36.139,K,Diseases of the digestive system,K36,IBD - variant 139,IBD - variant 139 specific presentation or complication.,ibd - variant 139|ibd|unspecified,leaf
M80.139,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 139,Osteoarthritis - variant 139 specific presentation or complication.,osteoarthritis - variant 139|osteoarthritis|unspecified,leaf
M74.139,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 139,Rheumatoid arthritis - variant 139 specific presentation or complication.,rheumatoid arthritis - variant 139|rheumatoid|unspecified,leaf
M69.139,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 139,Low back pain - variant 139 specific presentation or complication.,low back pain - variant 139|low|unspecified,leaf
M54.139,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 139,Osteoporosis - variant 139 specific presentation or complication.,osteoporosis - variant 139|osteoporosis|unspecified,leaf
N32.139,N,Diseases of the genitourinary system,N32,CKD - variant 139,CKD - variant 139 specific presentation or complication.,ckd - variant 139|ckd|unspecified,leaf
N24.139,N,Diseases of the genitourinary system,N24,UTI - variant 139,UTI - variant 139 specific presentation or complication.,uti - variant 139|uti|unspecified,leaf
N38.139,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 139,Nephrolithiasis - variant 139 specific presentation or complication.,nephrolithiasis - variant 139|nephrolithiasis|unspecified,leaf
N48.139,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 139,Prostate disorder - variant 139 specific presentation or complication.,prostate disorder - variant 139|prostate|unspecified,leaf
N77.139,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 139,Gynecologic disorder - variant 139 specific presentation or complication.,gynecologic disorder - variant 139|gynecologic|unspecified,leaf
A82.140,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 140,Sepsis - variant 140 specific presentation or complication.,sepsis - variant 140|sepsis|unspecified,leaf
A79.140,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 140,Viral infection - variant 140 specific presentation or complication.,viral infection - variant 140|viral|unspecified,leaf
A25.140,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 140,Bacterial infection - variant 140 specific presentation or complication.,bacterial infection - variant 140|bacterial|unspecified,leaf
A26.140,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 140,Mycosis - variant 140 specific presentation or complication.,mycosis - variant 140|mycosis|unspecified,leaf
A73.140,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 140,Parasitic disease - variant 140 specific presentation or complication.,parasitic disease - variant 140|parasitic|unspecified,leaf
C19.140,C,Neoplasms,C19,Malignant neoplasm of organ - variant 140,Malignant neoplasm of organ - variant 140 specific presentation or complication.,malignant neoplasm of organ - variant 140|malignant|unspecified,leaf
C76.140,C,Neoplasms,C76,Benign neoplasm - variant 140,Benign neoplasm - variant 140 specific presentation or complication.,benign neoplasm - variant 140|benign|unspecified,leaf
C23.140,C,Neoplasms,C23,In situ neoplasm - variant 140,In situ neoplasm - variant 140 specific presentation or complication.,in situ neoplasm - variant 140|in|unspecified,leaf
C25.140,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 140,Neoplasm of uncertain behavior - variant 140 specific presentation or complication.,neoplasm of uncertain behavior - variant 140|neoplasm|unspecified,leaf
E25.140,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 140,Type 2 diabetes - variant 140 specific presentation or complication.,type 2 diabetes - variant 140|type|unspecified,leaf
E90.140,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 140,Thyroid disorder - variant 140 specific presentation or complication.,thyroid disorder - variant 140|thyroid|unspecified,leaf
E19.140,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 140,Lipid disorder - variant 140 specific presentation or complication.,lipid disorder - variant 140|lipid|unspecified,leaf
E22.140,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 140,Obesity - variant 140 specific presentation or complication.,obesity - variant 140|obesity|unspecified,leaf
